State,Temperature,Electricity_Price,UrbanRural_Classification,date,Time,Peak_Electricity_Demand,City
Maharashtra,40.13779652,6.17361135,Urban,21-01-2020,23:32,9311.16,Mumbai
Delhi,20.07799645,4.179060207,Urban,09-01-2023,19:41,39155.34,Unknown
Rajasthan,20.78090378,9.883598644,Urban,27-04-2019,02:06,20723.71,Kota
Uttar Pradesh,23.39635688,5.413816871,Urban,13-04-2019,21:52,19484.24,Agra
Gujarat,31.24702524,4.4323481,Urban,14-01-2020,11:03,41884.45,Ahmedabad
Karnataka,15.43342464,3.227092057,Urban,14-11-2019,01:51,30812.01,Hubli
Gujarat,5.917937178,6.454575342,Urban,21-10-2020,20:33,52632.4,Rajkot
Tamil Nadu,10.64918098,3.225814185,Urban,30-06-2019,17:43,10298.05,Coimbatore
Uttar Pradesh,22.6046363,6.187525548,Rural,11-01-2022,10:58,56855.58,Lucknow
Telangana,16.28010278,9.318510209,Urban,28-08-2022,19:48,4261.51,Unknown
Maharashtra,35.58066244,6.485794678,Rural,12-11-2019,07:09,13160.39,Nagpur
West Bengal,9.267602822,3.303174681,Urban,03-05-2023,07:19,37095.79,Kolkata
Delhi,41.69860902,4.850592879,Urban,29-05-2021,12:44,48319.42,Unknown
Gujarat,40.8130872,3.341225894,Urban,08-10-2019,08:32,17294.26,Rajkot
Maharashtra,41.35027268,9.174246338,Urban,13-08-2019,08:39,22145.68,Nashik
Karnataka,34.58439994,4.680756807,Urban,14-11-2022,08:34,39309.71,Bengaluru
Gujarat,9.279998859,3.455393388,Urban,09-04-2021,06:03,14518.73,Ahmedabad
Telangana,22.52550285,9.751751844,Rural,19-05-2020,17:34,60324.52,Unknown
Uttar Pradesh,10.25621487,6.409977862,Urban,13-01-2023,17:55,43430.16,Kanpur
Uttar Pradesh,44.50796771,5.83946258,Urban,29-05-2022,22:59,8762.68,Varanasi
Gujarat,18.32153694,9.48955388,Urban,31-10-2019,20:10,26219.04,Ahmedabad
Karnataka,28.41322168,6.715864503,Urban,23-03-2020,12:14,45618.87,Mangalore
Uttar Pradesh,36.17572217,4.970171759,Urban,16-10-2020,01:26,22641.06,Kanpur
Uttar Pradesh,41.82464337,8.543792767,Urban,11-09-2020,00:13,43244.36,Lucknow
Telangana,35.22190903,4.902484101,Urban,18-11-2022,10:20,3338.54,Unknown
Delhi,31.98015115,6.099788028,Urban,29-04-2022,19:59,45283.17,Unknown
Karnataka,23.63927128,8.622197233,Urban,19-03-2023,13:46,11575.86,Bengaluru
Karnataka,29.21600535,9.520081653,Urban,08-10-2022,01:22,50712.54,Mangalore
Rajasthan,8.766552354,7.241286814,Urban,14-02-2019,17:32,20462.9,Udaipur
Rajasthan,40.35690168,6.533676646,Urban,06-12-2023,07:06,16861.67,Kota
Uttar Pradesh,26.75109235,3.533211863,Urban,05-05-2023,21:18,48475.37,Varanasi
West Bengal,6.605402017,7.31913446,Rural,17-11-2019,16:59,3427.4,Asansol
Rajasthan,41.79608503,5.286175734,Urban,07-05-2019,19:01,26321.25,Udaipur
Uttar Pradesh,24.57207895,6.601489699,Rural,09-02-2022,03:38,22546.96,Agra
Madhya Pradesh,39.74356566,8.212204244,Rural,28-08-2023,19:50,18148.58,Jabalpur
Tamil Nadu,39.27551817,7.481420275,Urban,20-11-2023,23:57,68256.2,Coimbatore
Tamil Nadu,37.6300635,3.6785323,Rural,15-07-2019,14:59,51749.56,Madurai
Karnataka,7.456120772,5.780716615,Rural,06-04-2023,18:50,5421.52,Bengaluru
West Bengal,14.88266582,4.396459196,Urban,25-05-2019,15:35,41510.53,Kolkata
Telangana,40.0219149,4.057831628,Rural,08-11-2020,20:22,33327.6,Unknown
Delhi,40.95964224,4.542470167,Urban,01-07-2023,06:29,59608.06,Unknown
Rajasthan,23.32275449,9.444785679,Urban,06-12-2021,11:07,18080.86,Jodhpur
Madhya Pradesh,22.60165871,7.987564338,Urban,10-09-2019,07:33,31861.56,Jabalpur
Uttar Pradesh,12.00562536,9.356730614,Rural,23-07-2021,07:44,34597.54,Kanpur
West Bengal,43.73643155,6.545210749,Urban,27-03-2023,11:15,33556.31,Asansol
Karnataka,13.52553901,3.007847444,Rural,22-04-2019,07:19,29176.88,Mangalore
Rajasthan,12.63747137,3.241022918,Urban,20-02-2020,16:36,13838.02,Jodhpur
West Bengal,31.42915881,4.012866561,Urban,25-01-2023,05:26,47997.79,Asansol
Rajasthan,14.71377212,8.465036672,Rural,01-06-2019,20:45,25344.57,Kota
Delhi,42.55086444,4.411604481,Rural,25-04-2022,17:31,59173.18,Unknown
Delhi,5.436279813,3.71117438,Rural,19-08-2021,13:24,15700.89,Unknown
Telangana,5.230130493,9.026950854,Urban,19-11-2023,01:30,39075.62,Unknown
Tamil Nadu,25.19507206,4.599781317,Urban,20-04-2022,00:33,69783.45,Salem
Maharashtra,24.5224984,6.516928199,Urban,11-09-2022,03:22,44668.65,Pune
Maharashtra,11.53456088,5.37630029,Rural,23-07-2023,22:05,60706.74,Nashik
Rajasthan,24.78078252,9.275869115,Rural,23-11-2021,20:12,50836.37,Jaipur
Telangana,21.46644421,7.933254753,Urban,22-04-2023,23:46,23040.31,Unknown
Maharashtra,40.61318101,6.177426804,Urban,27-09-2023,11:29,36089.37,Nagpur
Karnataka,5.370156809,9.041419541,Urban,09-02-2019,14:16,9377.83,Bengaluru
Maharashtra,44.0507922,8.087120774,Urban,03-09-2023,20:57,31643.54,Nagpur
Gujarat,29.97571057,8.662134535,Urban,08-09-2020,21:01,16894.52,Rajkot
Uttar Pradesh,11.07373783,9.842960702,Urban,11-10-2022,19:03,51159.51,Varanasi
Telangana,6.870400552,4.422062588,Rural,15-04-2023,18:46,35130.61,Unknown
Karnataka,26.52422634,4.417427187,Urban,21-08-2020,09:22,26904.67,Hubli
West Bengal,14.39560664,6.895509512,Rural,22-09-2023,18:38,20279.85,Asansol
Karnataka,17.04662148,6.72825842,Rural,29-07-2019,14:16,56381.96,Mangalore
Tamil Nadu,14.80528659,9.083831078,Rural,18-08-2021,12:06,4909.17,Madurai
West Bengal,31.00689254,4.091392542,Urban,04-04-2019,16:04,3293.69,Asansol
Madhya Pradesh,27.14115848,5.975299423,Urban,23-12-2021,13:49,15901.91,Jabalpur
Uttar Pradesh,8.118976941,6.695377533,Urban,08-01-2020,19:50,72706.71,Varanasi
Uttar Pradesh,26.06106133,6.248968242,Urban,10-02-2021,22:02,58583.99,Kanpur
Uttar Pradesh,36.64759062,3.469719878,Rural,01-09-2023,10:28,47723.32,Varanasi
Uttar Pradesh,8.247783633,4.034970411,Urban,10-10-2020,03:23,63112.46,Lucknow
Rajasthan,40.58955905,4.074953218,Urban,07-07-2022,10:28,13196.9,Kota
Uttar Pradesh,28.13226598,7.172217783,Rural,23-06-2021,18:32,61243.29,Kanpur
Uttar Pradesh,43.02497877,6.002033274,Urban,03-07-2020,07:27,9564.77,Kanpur
Uttar Pradesh,10.92564871,4.247206063,Urban,24-08-2021,02:54,8210.58,Varanasi
Telangana,44.74259997,8.156569993,Urban,07-04-2021,14:24,7098,Unknown
Rajasthan,30.77091464,8.620763302,Urban,02-03-2021,20:46,40985.44,Jodhpur
Delhi,27.69976798,4.470935183,Rural,12-03-2019,19:37,48308.61,Unknown
Karnataka,25.61118496,8.059350323,Urban,03-01-2022,07:33,25967.33,Mangalore
Karnataka,5.946174924,3.445303508,Rural,13-05-2023,20:15,62012.83,Mysuru
West Bengal,42.58556766,8.991575201,Rural,04-12-2023,19:05,29294.62,Siliguri
Telangana,30.75977891,9.739075151,Urban,31-05-2022,07:30,11388.7,Unknown
Gujarat,8.66505938,4.091081991,Urban,05-05-2019,16:16,33502.07,Rajkot
Karnataka,5.838086812,8.50311968,Rural,13-04-2021,20:15,49345.86,Bengaluru
Maharashtra,7.031345569,3.68109953,Urban,22-08-2021,05:51,46859,Nagpur
Gujarat,29.37583054,9.728760321,Urban,02-11-2019,00:02,31954.66,Vadodara
Uttar Pradesh,29.5606166,6.164501337,Urban,25-03-2022,12:05,34545.22,Kanpur
Uttar Pradesh,24.98669167,6.746942971,Urban,04-06-2019,02:37,17391.19,Kanpur
Rajasthan,17.27063283,8.347273126,Rural,08-05-2023,00:32,42845.85,Udaipur
Gujarat,26.26970926,4.741480091,Urban,03-08-2021,07:45,62179.1,Surat
Maharashtra,25.65207284,5.792027498,Urban,04-05-2019,03:36,3829.57,Nashik
Rajasthan,5.776622395,3.490081672,Rural,23-08-2023,17:42,66513.23,Kota
West Bengal,16.29876921,7.302343669,Urban,07-07-2019,13:29,32698.73,Siliguri
Gujarat,7.127413659,8.595318974,Urban,15-02-2019,13:54,17783.44,Surat
Telangana,41.00619006,8.962885319,Rural,25-03-2019,00:14,60110.06,Unknown
Uttar Pradesh,34.00892651,6.754459394,Urban,13-02-2022,23:19,28168.2,Kanpur
Uttar Pradesh,44.84460681,8.360639084,Urban,06-04-2020,15:44,19684.78,Varanasi
Tamil Nadu,17.08685053,4.049344875,Urban,23-04-2020,01:23,14033.76,Salem
Rajasthan,40.13943391,8.203890791,Rural,23-12-2022,22:12,18293.75,Jodhpur
Delhi,29.12217072,3.031773163,Urban,20-04-2022,07:09,61037.53,Unknown
Delhi,23.12501628,4.36391709,Urban,09-04-2023,23:37,46265.24,Unknown
Rajasthan,13.90292445,7.4424631,Urban,19-10-2020,19:21,54084.7,Udaipur
Telangana,34.53568661,5.243780074,Urban,05-03-2019,23:50,14884.29,Unknown
Madhya Pradesh,41.16562996,5.8742667,Rural,24-09-2019,01:34,8884.99,Indore
Rajasthan,14.41233592,8.782468092,Urban,21-02-2021,17:45,1036.54,Udaipur
Telangana,12.0156134,6.997674878,Urban,06-03-2023,02:30,32493.95,Unknown
West Bengal,32.8488766,5.792750313,Urban,03-07-2021,19:09,62052.04,Siliguri
Uttar Pradesh,44.07892651,6.260340159,Rural,02-03-2019,12:33,46680.22,Kanpur
Maharashtra,34.99820404,8.939016976,Urban,18-05-2021,08:43,20971.9,Pune
Madhya Pradesh,16.38322956,6.399140347,Urban,21-08-2020,10:39,51130.44,Jabalpur
Gujarat,21.79821697,9.127445941,Urban,13-11-2019,06:55,50510.76,Rajkot
Madhya Pradesh,20.37270542,4.729695374,Rural,05-12-2022,08:12,1668.98,Indore
Maharashtra,39.08380072,6.736300847,Urban,17-04-2020,12:59,54365.84,Mumbai
Tamil Nadu,35.85483115,5.58321368,Urban,20-10-2020,01:12,18205.93,Coimbatore
Uttar Pradesh,28.55901739,7.139085209,Urban,29-05-2019,11:27,11047.92,Agra
Delhi,15.99836442,7.028573808,Urban,08-01-2021,06:45,12991.68,Unknown
Telangana,42.51954111,6.999165838,Urban,29-11-2019,06:49,29427.22,Unknown
Rajasthan,31.13260899,6.694411684,Rural,17-01-2023,20:14,30403.55,Jaipur
Rajasthan,43.81906586,6.181023668,Urban,25-06-2021,21:54,19618.14,Udaipur
Delhi,28.20468132,9.372610689,Urban,20-04-2019,05:46,10870.06,Unknown
Madhya Pradesh,37.84771033,4.875672988,Urban,30-05-2019,02:34,52680.81,Indore
Uttar Pradesh,37.52421518,6.037676222,Urban,29-07-2021,22:07,65698.19,Kanpur
Karnataka,18.49315107,4.478456516,Urban,02-01-2023,13:11,55322.37,Mysuru
Telangana,43.56082892,5.325778783,Rural,16-11-2022,23:44,21117.69,Unknown
West Bengal,5.877658704,4.742878296,Urban,11-05-2019,18:01,16959.2,Asansol
Maharashtra,35.74843635,7.688033639,Urban,19-07-2020,11:06,14603.48,Pune
Madhya Pradesh,43.62228343,7.953289913,Urban,24-01-2021,19:43,8380.15,Jabalpur
Gujarat,18.55632813,4.937151469,Urban,18-09-2019,10:14,33475.02,Rajkot
Tamil Nadu,30.92442351,9.885291675,Urban,21-02-2022,04:40,38621.59,Coimbatore
Rajasthan,27.48892999,4.989580771,Rural,14-05-2023,17:29,47456.06,Udaipur
Madhya Pradesh,35.46029239,8.798754748,Urban,29-03-2020,12:41,44609.09,Jabalpur
Tamil Nadu,39.64711687,5.04819399,Urban,09-09-2021,12:08,18193.26,Coimbatore
Maharashtra,29.12178277,5.892350634,Rural,30-06-2023,10:03,18579.01,Mumbai
Rajasthan,37.63618346,7.653030156,Urban,05-10-2019,09:34,44453.96,Jodhpur
Rajasthan,17.49142304,6.903666353,Rural,11-01-2022,15:59,21610.81,Jaipur
Karnataka,14.14348235,6.543413568,Rural,14-02-2019,13:46,15366.91,Mysuru
Madhya Pradesh,22.22670758,8.559534122,Rural,21-04-2022,09:55,21114.88,Indore
Uttar Pradesh,32.10946398,7.954045839,Urban,23-01-2021,20:05,18632.57,Agra
Delhi,12.48987796,9.399167768,Urban,05-04-2022,21:05,7193.18,Unknown
Delhi,32.21408769,4.615929581,Rural,25-06-2023,18:17,48652.67,Unknown
West Bengal,20.76374594,3.1142276,Rural,16-12-2023,23:41,55063.16,Asansol
Gujarat,36.82301096,9.99900929,Urban,03-04-2020,19:24,12931.47,Ahmedabad
Tamil Nadu,6.473432684,4.983902125,Rural,26-09-2020,22:48,5004.41,Chennai
Madhya Pradesh,31.71930551,3.300627155,Rural,30-03-2020,18:42,48942.87,Jabalpur
Telangana,30.99289347,4.731442266,Urban,02-01-2020,08:47,13855.36,Unknown
Gujarat,42.63741905,7.681462147,Urban,01-02-2022,05:02,26138.38,Surat
Karnataka,33.53470214,7.116777629,Urban,11-09-2022,16:06,5360.02,Mangalore
Rajasthan,36.85207586,4.446960042,Urban,25-03-2020,03:49,13789.06,Jodhpur
Uttar Pradesh,41.18364063,4.303559231,Urban,23-04-2022,18:57,44082.29,Lucknow
Madhya Pradesh,32.00207673,6.110396035,Rural,19-08-2021,04:30,58245.5,Gwalior
Gujarat,16.6061454,3.0945409,Urban,02-02-2020,03:27,14307.53,Ahmedabad
Gujarat,39.79095198,3.016652033,Urban,04-01-2020,22:45,24942.49,Rajkot
Uttar Pradesh,34.90312478,7.317943839,Rural,30-10-2019,22:31,9565.3,Agra
West Bengal,21.97750416,5.276998576,Urban,02-03-2021,15:47,5940.55,Kolkata
Tamil Nadu,33.42116691,3.167409082,Urban,19-05-2019,21:53,63100.62,Chennai
Tamil Nadu,39.70755509,6.218654927,Urban,25-04-2021,18:43,46130.81,Coimbatore
Gujarat,44.02608526,9.548895049,Urban,20-12-2023,13:51,40049.9,Surat
Maharashtra,43.09406016,4.784405388,Rural,11-03-2019,21:03,51017.41,Nashik
Gujarat,18.01311307,4.757443462,Rural,03-12-2022,10:49,49335.45,Ahmedabad
Gujarat,21.86774855,6.275893071,Rural,07-09-2022,14:58,48822.87,Ahmedabad
Uttar Pradesh,9.381464199,4.039225748,Rural,02-12-2019,23:05,1555.35,Kanpur
Rajasthan,14.90177148,7.465575282,Urban,29-12-2020,01:43,11684.14,Kota
Uttar Pradesh,40.29684834,8.874789825,Rural,14-12-2022,11:23,40244.2,Varanasi
Madhya Pradesh,19.43399705,4.361678307,Urban,05-06-2020,16:50,25251.34,Jabalpur
Gujarat,29.82210634,7.61113203,Rural,27-09-2023,23:39,65602.07,Surat
Tamil Nadu,31.63862473,9.216032313,Urban,27-08-2022,16:18,42485.73,Chennai
Telangana,36.27317101,9.321549654,Urban,14-01-2022,15:20,64413.04,Unknown
Tamil Nadu,12.31200121,6.870185243,Urban,25-04-2021,21:37,11860.45,Salem
Delhi,17.19252538,4.066057428,Rural,15-06-2021,12:53,49111.75,Unknown
West Bengal,22.93345366,7.61420142,Urban,12-10-2019,17:13,19175.31,Asansol
Karnataka,19.59364245,8.14369674,Urban,07-10-2019,23:01,64686.31,Mangalore
Madhya Pradesh,44.31620931,8.280197358,Urban,13-02-2022,19:20,9847.09,Jabalpur
Madhya Pradesh,38.39763213,9.540373279,Urban,19-08-2023,15:39,31617.53,Jabalpur
West Bengal,24.18747018,7.30691761,Urban,30-07-2019,10:03,50084.69,Asansol
Telangana,40.17074504,6.262785415,Urban,01-02-2022,06:44,31224.46,Unknown
Karnataka,18.9061179,6.517856693,Rural,06-09-2019,16:59,26168.42,Bengaluru
Rajasthan,36.43313296,5.250794525,Urban,23-03-2021,23:06,67069.22,Kota
Gujarat,13.94702392,3.400861861,Urban,17-07-2019,21:59,29474.48,Rajkot
Karnataka,35.89288181,8.022261777,Urban,12-02-2019,09:58,43153.88,Mangalore
Telangana,23.25813613,3.138947999,Urban,24-08-2021,00:37,4713.5,Unknown
Maharashtra,9.29997284,3.448792527,Urban,07-01-2020,13:32,46748.18,Nashik
Delhi,15.93049818,5.338889349,Urban,24-07-2023,10:05,37847.13,Unknown
Karnataka,21.09098496,9.517451675,Rural,21-09-2021,08:59,29815.14,Mangalore
Karnataka,34.97171647,6.381937665,Urban,17-04-2019,00:35,1668.93,Mangalore
Delhi,7.919308589,4.506250759,Urban,28-12-2021,08:05,39493.49,Unknown
Gujarat,31.3818798,9.279343261,Rural,17-08-2019,03:26,1538,Rajkot
Karnataka,33.64054564,7.001835763,Urban,16-12-2019,23:24,767.53,Mangalore
Delhi,31.1568548,5.588690426,Urban,06-08-2020,21:08,45648.98,Unknown
Delhi,35.42678553,8.010053838,Urban,04-07-2023,11:30,14772.49,Unknown
Delhi,12.12674464,6.087851142,Urban,19-03-2020,01:52,13878.46,Unknown
Uttar Pradesh,28.4841342,8.109850369,Urban,03-08-2022,19:13,39893.22,Agra
Telangana,42.64579789,4.528636032,Rural,16-01-2020,07:34,4585.12,Unknown
Uttar Pradesh,29.43137079,4.051276983,Rural,18-10-2020,10:18,17930.21,Varanasi
Maharashtra,29.45345388,6.226559783,Urban,14-04-2019,01:02,9416.49,Nashik
Rajasthan,34.45758568,5.237179456,Urban,02-05-2023,09:32,42628.79,Jaipur
Uttar Pradesh,18.32816929,7.236070461,Rural,31-05-2021,07:41,39991.22,Lucknow
Uttar Pradesh,33.01903605,8.521549416,Urban,08-11-2021,05:10,43010.54,Kanpur
Telangana,41.64935333,9.310530357,Rural,08-08-2022,13:46,15172.99,Unknown
Rajasthan,5.435818921,8.323694217,Urban,20-07-2023,00:02,7099.65,Jaipur
West Bengal,39.80452164,5.392245155,Rural,02-08-2021,15:58,5713.4,Asansol
Delhi,13.74473325,8.091560434,Urban,18-06-2021,07:23,29583.54,Unknown
Madhya Pradesh,23.23693095,6.709203418,Urban,17-02-2022,13:05,56576.21,Gwalior
Rajasthan,39.09391204,9.342564378,Rural,21-09-2021,23:25,15824.89,Jaipur
Maharashtra,37.9564851,7.948166553,Urban,08-11-2021,17:23,18545.06,Pune
Gujarat,40.67709913,4.051661338,Urban,23-07-2023,12:47,6730.36,Rajkot
Maharashtra,42.61667171,3.546668803,Urban,25-02-2022,00:57,38529.64,Nagpur
Delhi,22.88627827,6.806866615,Rural,21-11-2022,13:47,40433.76,Unknown
Rajasthan,31.25455243,5.555294908,Urban,24-04-2019,15:14,48184.58,Kota
Maharashtra,20.61913762,4.176678425,Urban,04-09-2023,07:28,58575.43,Nashik
Maharashtra,19.0286687,8.58357982,Rural,18-06-2019,10:07,36223.6,Nagpur
West Bengal,22.26381642,5.627957318,Rural,16-09-2020,18:46,8739.55,Durgapur
West Bengal,34.72304539,3.602104067,Urban,07-10-2020,05:47,20944.9,Durgapur
Rajasthan,25.05762989,4.835865088,Urban,12-01-2019,23:16,46817.57,Kota
Delhi,37.56238698,7.73818782,Urban,07-12-2019,04:39,42469.39,Unknown
Uttar Pradesh,34.80873909,7.535572817,Rural,20-09-2020,12:28,39808.84,Lucknow
Tamil Nadu,5.819138445,4.837252006,Urban,25-03-2020,08:46,43138.05,Madurai
Karnataka,30.20952628,5.388440358,Urban,25-11-2021,17:13,36931.77,Mangalore
Madhya Pradesh,22.46284493,3.348773747,Urban,09-08-2022,03:00,60393.96,Bhopal
Karnataka,23.26515957,9.672846698,Rural,06-06-2020,21:10,41066.73,Mangalore
Telangana,37.73492215,5.290098212,Urban,02-04-2019,07:15,51925.17,Unknown
West Bengal,26.90431944,9.505872777,Rural,28-05-2020,03:20,15151.92,Durgapur
Rajasthan,40.42487294,8.6971624,Urban,13-11-2021,15:54,44351.77,Udaipur
Karnataka,33.5122237,5.346263026,Urban,16-01-2020,05:38,55313.69,Bengaluru
Delhi,27.11360035,7.85903334,Urban,21-05-2020,06:09,24903.39,Unknown
Madhya Pradesh,35.18151905,6.315377603,Urban,27-01-2019,15:56,53054.58,Indore
Karnataka,6.533962037,9.836558013,Urban,26-11-2021,18:26,50858.27,Hubli
Madhya Pradesh,6.083346193,7.469411852,Urban,03-05-2023,11:16,4111.35,Bhopal
Gujarat,8.333973077,6.633520294,Urban,23-05-2021,20:31,36961.05,Rajkot
Delhi,22.50261301,7.465789418,Urban,10-10-2019,01:27,8386.47,Unknown
Tamil Nadu,14.41800583,4.541747956,Urban,17-10-2021,21:11,57064.63,Chennai
Maharashtra,44.37045178,5.144729244,Urban,05-01-2019,14:46,57473.61,Pune
Madhya Pradesh,26.69160556,7.988869908,Urban,20-12-2019,01:44,8681.69,Indore
Delhi,31.49662984,3.586031182,Urban,05-01-2023,21:57,8145.96,Unknown
Madhya Pradesh,16.15280545,5.11812712,Rural,06-02-2019,21:31,41912.35,Bhopal
Madhya Pradesh,17.87187634,7.336968301,Urban,22-01-2021,03:08,25634.02,Gwalior
Uttar Pradesh,18.41847657,9.969874884,Rural,06-05-2019,23:16,3204.64,Lucknow
Uttar Pradesh,32.94942821,9.479671348,Rural,19-11-2023,22:23,32039.53,Kanpur
Delhi,23.94824831,8.825554382,Urban,28-01-2020,02:43,29203.11,Unknown
Uttar Pradesh,25.7073461,6.505746392,Urban,25-06-2020,15:41,6882.8,Lucknow
Telangana,28.68011929,8.633209477,Urban,03-12-2019,09:46,49668.88,Unknown
Tamil Nadu,35.75246625,6.91249482,Urban,06-09-2020,02:21,51519.58,Chennai
Rajasthan,8.61478994,6.209210715,Urban,23-07-2021,14:46,49126.93,Jodhpur
Delhi,36.07495649,4.564665284,Urban,03-02-2021,03:13,47127.87,Unknown
Delhi,27.52940276,9.656512181,Urban,03-08-2022,17:23,13452.99,Unknown
Telangana,31.76381779,7.187412819,Urban,22-12-2020,11:00,16618.98,Unknown
West Bengal,18.10207059,7.727508306,Urban,07-06-2021,08:17,15405.61,Durgapur
West Bengal,21.37547347,3.987544532,Urban,25-03-2020,04:36,55644.93,Durgapur
Uttar Pradesh,14.24663279,6.015957183,Urban,11-07-2023,16:00,57901.5,Varanasi
Rajasthan,44.1719999,9.752639687,Urban,24-01-2023,16:51,51941.35,Kota
Uttar Pradesh,24.8801189,8.303686849,Urban,28-04-2022,17:52,63678.6,Varanasi
Gujarat,44.84307663,9.179699811,Rural,31-01-2019,14:06,45150.06,Rajkot
Gujarat,24.59143912,5.771159548,Urban,20-08-2022,12:19,22813.4,Ahmedabad
Maharashtra,13.79005058,3.465313692,Urban,03-02-2020,16:34,29690.26,Mumbai
Gujarat,25.29809587,5.460353678,Urban,13-02-2019,00:20,6249.63,Rajkot
West Bengal,6.583822872,5.631961019,Urban,15-02-2020,21:43,2824.47,Siliguri
Tamil Nadu,41.19079206,5.10786224,Urban,17-12-2019,16:41,43051.47,Madurai
Gujarat,37.74201005,6.686939778,Rural,03-09-2019,07:07,28868.04,Ahmedabad
Uttar Pradesh,34.03282083,4.344917733,Urban,06-06-2020,17:30,37807.52,Lucknow
Madhya Pradesh,29.39306862,9.563698672,Urban,24-11-2020,05:40,36654.33,Bhopal
Delhi,28.19336935,9.352668923,Urban,11-09-2023,21:31,16335.89,Unknown
Tamil Nadu,44.86912856,4.83120913,Rural,14-07-2023,19:39,29465.24,Coimbatore
Tamil Nadu,16.11989736,7.560391758,Urban,08-07-2019,06:28,33822.55,Coimbatore
Uttar Pradesh,36.18737461,6.507976819,Urban,01-09-2023,06:50,28497.19,Kanpur
Delhi,28.25619081,4.750476539,Rural,21-08-2021,02:18,47494.27,Unknown
West Bengal,44.03522175,9.279694008,Urban,04-07-2021,04:47,33814.07,Kolkata
Tamil Nadu,38.11212733,4.61744722,Urban,10-11-2019,20:16,37414.35,Madurai
Maharashtra,44.94100452,7.37235912,Urban,18-11-2019,02:56,61187.22,Pune
Uttar Pradesh,28.53299978,5.347491277,Rural,11-09-2021,13:56,60761.66,Agra
Tamil Nadu,13.1817583,8.78275481,Urban,10-06-2022,13:55,63510.78,Coimbatore
Rajasthan,25.14748143,7.342317288,Rural,26-09-2021,12:36,20496.99,Udaipur
Delhi,33.44444536,8.828152186,Urban,08-10-2023,06:14,2734.13,Unknown
Gujarat,35.97441545,5.433984922,Urban,24-07-2020,05:53,19374.51,Ahmedabad
Tamil Nadu,5.020399561,3.078164666,Urban,16-04-2021,12:45,16478.65,Chennai
Uttar Pradesh,25.20108354,4.551588224,Urban,20-03-2021,23:17,62900.18,Lucknow
Gujarat,14.4093832,8.700906318,Rural,19-01-2019,17:11,45587.79,Vadodara
Maharashtra,39.99647333,5.218067771,Urban,26-07-2023,00:39,6230.7,Nashik
Gujarat,11.11621776,5.237649282,Rural,17-07-2022,16:38,8648.16,Vadodara
Rajasthan,31.65824998,6.147489873,Rural,26-08-2023,16:09,11892.23,Udaipur
West Bengal,15.64248761,4.922711038,Rural,22-09-2023,06:35,37017.99,Asansol
Tamil Nadu,19.26168573,8.649697081,Urban,14-09-2022,23:01,41385.01,Chennai
Karnataka,42.62237043,5.251979902,Urban,18-04-2021,20:47,59713.04,Hubli
Karnataka,14.61792502,7.22768172,Urban,02-09-2019,02:23,60718.3,Hubli
Gujarat,8.800110473,6.15718082,Urban,15-02-2022,19:35,15093.72,Rajkot
Telangana,7.771396058,5.011498433,Urban,19-11-2020,06:46,19845.36,Unknown
Delhi,25.1846044,4.857172551,Urban,15-08-2023,10:25,14469.97,Unknown
Karnataka,30.66845929,6.513258565,Urban,06-12-2021,08:49,26193.51,Mysuru
Telangana,18.09174574,4.475916932,Rural,22-07-2022,19:18,60404.25,Unknown
Karnataka,32.61038967,5.419468586,Urban,27-01-2019,06:10,34057.13,Hubli
Telangana,7.441348743,3.275651908,Urban,07-05-2023,21:23,51417.9,Unknown
Delhi,39.2933858,8.532119981,Rural,05-06-2021,23:56,32299.25,Unknown
Madhya Pradesh,37.66268839,3.305482289,Rural,17-04-2023,09:47,2587.47,Gwalior
Karnataka,44.41985086,9.105908325,Urban,29-08-2022,06:50,4723.46,Bengaluru
Rajasthan,42.46019924,3.331674116,Urban,24-12-2022,02:49,38832.13,Udaipur
Tamil Nadu,19.24788656,8.937215459,Rural,30-09-2022,09:22,51660.33,Madurai
Telangana,20.97101536,7.509145429,Urban,26-03-2021,22:56,15441.14,Unknown
Tamil Nadu,34.8385939,6.541648691,Rural,22-04-2023,13:08,41385.64,Salem
Uttar Pradesh,10.36331088,4.014677271,Urban,25-10-2019,17:27,58323.12,Agra
Uttar Pradesh,17.56058841,4.797468572,Urban,16-10-2022,10:30,28584.51,Agra
Delhi,9.741637479,7.830953436,Rural,24-02-2023,23:53,51633.32,Unknown
Telangana,23.19545796,6.585052519,Urban,02-09-2020,09:41,25525.81,Unknown
Maharashtra,27.0801712,6.600422398,Urban,13-07-2020,13:05,49471.95,Nashik
Uttar Pradesh,13.4464188,3.932638474,Urban,26-06-2022,22:18,53267.51,Agra
Delhi,6.065267477,6.325685093,Urban,29-10-2019,23:40,56794.22,Unknown
Uttar Pradesh,33.77423327,7.131906247,Urban,24-12-2019,09:50,22227.14,Lucknow
Uttar Pradesh,5.800206577,3.856144899,Rural,15-01-2022,21:45,30322.35,Kanpur
Maharashtra,43.93610436,9.820345457,Urban,26-12-2019,06:58,9732.22,Pune
Karnataka,13.86429027,8.810351336,Urban,14-01-2019,20:36,15738.81,Mysuru
Gujarat,31.55600368,5.222255469,Urban,02-07-2023,06:13,47765.56,Vadodara
Madhya Pradesh,22.39006905,6.943708495,Urban,04-02-2023,01:48,62073.62,Bhopal
