Datetime,State,City,UrbanRural,Hour,DayOfWeek,Month,IsWeekend,Temperature,Electricity_Price,Hourly_Electricity_Demand,load_t_1,load_t_24,load_t_168,rolling_mean_24,rolling_max_24,rolling_std_24,rolling_mean_168
2023-08-04 09:00:00,Karnataka,Bengaluru,Urban,9,4,8,0,30.29,7.39,1359.32,1316.12,1285.0,1420.99,1307.7233333333334,1580.05,119.45177548561226,1261.8488095238095
2023-08-04 10:00:00,Uttar Pradesh,Lucknow,Semi-Urban,10,4,8,0,29.18,5.56,804.11,1359.32,1195.12,1181.21,1291.4312499999999,1580.05,156.42156315581036,1259.6041666666667
2023-08-04 11:00:00,Maharashtra,Pune,Urban,11,4,8,0,30.91,5.53,1159.15,804.11,1331.14,1264.86,1284.265,1580.05,158.44986116859272,1258.9749404761903
2023-08-04 12:00:00,Maharashtra,Mumbai,Urban,12,4,8,0,30.89,7.27,1198.2,1159.15,1217.1,1182.23,1283.4775,1580.05,158.84466145180207,1259.0700000000002
2023-08-04 13:00:00,Uttar Pradesh,Noida,Urban,13,4,8,0,32.2,7.87,1251.58,1198.2,1329.42,1223.89,1280.2341666666666,1580.05,158.6603817542498,1259.2348214285714
2023-08-04 14:00:00,Maharashtra,Pune,Urban,14,4,8,0,32.22,4.72,1314.96,1251.58,1234.91,1302.2,1283.5695833333334,1580.05,158.50748004511365,1259.3107738095237
2023-08-04 15:00:00,Karnataka,Bengaluru,Urban,15,4,8,0,30.47,4.67,1064.99,1314.96,1168.79,1132.03,1279.2445833333334,1580.05,163.12439035978682,1258.9117261904762
2023-08-04 16:00:00,Maharashtra,Pune,Urban,16,4,8,0,37.23,7.28,1485.86,1064.99,1237.3,1153.06,1289.60125,1580.05,168.15835756841574,1260.8926785714286
2023-08-04 17:00:00,Maharashtra,Mumbai,Urban,17,4,8,0,32.41,7.69,1335.44,1485.86,1308.54,1268.47,1290.7220833333333,1580.05,168.37958262003016,1261.2913095238096
2023-08-04 18:00:00,Uttar Pradesh,Lucknow,Semi-Urban,18,4,8,0,31.22,6.98,1224.46,1335.44,1407.34,1546.57,1283.1020833333334,1580.05,167.00509078361478,1259.3739880952382
2023-08-04 19:00:00,Maharashtra,Pune,Urban,19,4,8,0,34.44,7.42,1667.2,1224.46,1512.81,1657.1,1289.535,1667.2,178.79529375675327,1259.434107142857
2023-08-04 20:00:00,Uttar Pradesh,Lucknow,Semi-Urban,20,4,8,0,36.69,5.66,1390.91,1667.2,1580.05,1674.97,1281.6541666666665,1667.2,169.35244406951242,1257.7432738095238
2023-08-04 21:00:00,Delhi,New Delhi,Urban,21,4,8,0,30.9,4.75,1479.97,1390.91,1491.9,1522.45,1281.1570833333333,1667.2,168.72484499091598,1257.4904166666665
2023-08-04 22:00:00,Karnataka,Bengaluru,Urban,22,4,8,0,30.05,5.27,1512.37,1479.97,1479.22,1547.69,1282.5383333333332,1667.2,170.54266223024135,1257.2801785714285
2023-08-04 23:00:00,Uttar Pradesh,Lucknow,Semi-Urban,23,4,8,0,32.65,7.99,1035.19,1512.37,1263.08,1346.12,1273.0429166666668,1667.2,177.8603571070634,1255.4294047619046
2023-08-05 00:00:00,Karnataka,Bengaluru,Urban,0,5,8,1,30.74,6.7,1021.89,1035.19,1134.9,1151.44,1268.3341666666668,1667.2,183.09551306250435,1254.6582738095237
2023-08-05 01:00:00,Uttar Pradesh,Noida,Urban,1,5,8,1,30.06,6.61,1022.72,1021.89,1370.99,938.6,1253.8229166666667,1667.2,188.33198076290245,1255.158988095238
2023-08-05 02:00:00,Delhi,New Delhi,Urban,2,5,8,1,27.82,4.41,881.15,1022.72,1206.92,1214.44,1240.2491666666667,1667.2,203.02589288532297,1253.175119047619
2023-08-05 03:00:00,Uttar Pradesh,Lucknow,Semi-Urban,3,5,8,1,32.25,4.41,873.48,881.15,1268.18,1281.71,1223.8033333333333,1667.2,216.2222209283473,1250.7451785714286
2023-08-05 04:00:00,Uttar Pradesh,Noida,Urban,4,5,8,1,27.6,5.74,931.15,873.48,1122.85,1008.28,1215.8158333333333,1667.2,223.530983863759,1250.2860714285714
2023-08-05 05:00:00,Maharashtra,Pune,Urban,5,5,8,1,33.62,7.57,1092.03,931.15,1295.05,1079.14,1207.3566666666666,1667.2,224.24247518113285,1250.3627976190478
2023-08-05 06:00:00,Maharashtra,Pune,Urban,6,5,8,1,29.45,6.16,1181.06,1092.03,1258.47,1258.92,1204.1312500000001,1667.2,224.03193472500544,1249.8993452380953
2023-08-05 07:00:00,Tamil Nadu,Chennai,Urban,7,5,8,1,29.46,7.54,1233.54,1181.06,1295.84,1179.56,1201.5354166666668,1667.2,223.28279380308987,1250.2206547619048
2023-08-05 08:00:00,Karnataka,Bengaluru,Urban,8,5,8,1,27.2,7.78,969.57,1233.54,1316.12,1221.2,1187.0958333333335,1667.2,226.7294910319826,1248.722857142857
2023-08-05 09:00:00,Uttar Pradesh,Lucknow,Semi-Urban,9,5,8,1,31.18,6.14,840.11,969.57,1359.32,1384.91,1165.4620833333333,1667.2,234.2285741670715,1245.48
2023-08-05 10:00:00,Maharashtra,Pune,Urban,10,5,8,1,32.1,4.66,1117.58,840.11,804.11,1022.94,1178.5233333333333,1667.2,221.6021336552932,1246.0433333333333
2023-08-05 11:00:00,Delhi,New Delhi,Urban,11,5,8,1,33.55,7.28,1189.01,1117.58,1159.15,1066.97,1179.7675,1667.2,221.57245581544126,1246.769761904762
2023-08-05 12:00:00,Delhi,New Delhi,Urban,12,5,8,1,31.57,4.86,1083.06,1189.01,1198.2,1052.69,1174.97,1667.2,222.40096207173542,1246.9505357142857
2023-08-05 13:00:00,Maharashtra,Pune,Urban,13,5,8,1,33.67,5.91,1165.57,1083.06,1251.58,987.86,1171.38625,1667.2,221.80498210212687,1248.0083333333332
2023-08-05 14:00:00,Tamil Nadu,Chennai,Urban,14,5,8,1,32.75,4.27,1162.96,1165.57,1314.96,1261.98,1165.0529166666665,1667.2,219.68715555810013,1247.4189285714285
2023-08-05 15:00:00,Maharashtra,Mumbai,Urban,15,5,8,1,30.86,4.27,1148.9,1162.96,1064.99,1020.85,1168.5491666666667,1667.2,218.69089008911584,1248.181130952381
2023-08-05 16:00:00,Maharashtra,Mumbai,Urban,16,5,8,1,30.35,7.66,1078.04,1148.9,1485.86,1180.86,1151.5566666666666,1667.2,208.57352861899437,1247.569107142857
2023-08-05 17:00:00,Karnataka,Bengaluru,Urban,17,5,8,1,36.28,4.96,1262.59,1078.04,1335.44,976.92,1148.52125,1667.2,206.29877848091138,1249.269523809524
2023-08-05 18:00:00,Maharashtra,Mumbai,Urban,18,5,8,1,30.87,7.43,1407.41,1262.59,1224.46,1191.73,1156.1441666666667,1667.2,212.5132585718814,1250.5533333333333
2023-08-05 19:00:00,Delhi,New Delhi,Urban,19,5,8,1,32.11,6.62,1510.05,1407.41,1667.2,1427.05,1149.59625,1512.37,198.0080834496708,1251.047380952381
2023-08-05 20:00:00,Tamil Nadu,Chennai,Urban,20,5,8,1,31.75,4.28,1382.36,1510.05,1390.91,1390.64,1149.24,1512.37,197.56223202256518,1250.9980952380952
2023-08-05 21:00:00,Tamil Nadu,Chennai,Urban,21,5,8,1,29.46,7.98,1272.91,1382.36,1479.97,1238.53,1140.6125,1512.37,186.71470248459764,1251.2027380952381
2023-08-05 22:00:00,Delhi,New Delhi,Urban,22,5,8,1,29.84,7.93,1352.36,1272.91,1512.37,1419.63,1133.9454166666667,1510.05,175.37553592168325,1250.8023214285713
2023-08-05 23:00:00,Delhi,New Delhi,Urban,23,5,8,1,30.73,6.41,1081.64,1352.36,1035.19,1096.25,1135.8808333333334,1510.05,174.49238577922623,1250.715357142857
2023-08-06 00:00:00,Karnataka,Bengaluru,Urban,0,6,8,1,31.93,7.93,1101.08,1081.64,1021.89,1082.67,1139.1804166666666,1510.05,172.98536327826486,1250.8249404761905
2023-08-06 01:00:00,Delhi,New Delhi,Urban,1,6,8,1,31.31,7.85,1041.79,1101.08,1022.72,1156.49,1139.975,1510.05,172.4701912240731,1250.1422023809523
2023-08-06 02:00:00,Tamil Nadu,Chennai,Urban,2,6,8,1,30.09,6.63,1007.21,1041.79,881.15,1148.38,1145.2275,1510.05,166.04494837372664,1249.3019047619048
2023-08-06 03:00:00,Delhi,New Delhi,Urban,3,6,8,1,29.98,5.49,959.12,1007.21,873.48,836.37,1148.7958333333333,1510.05,160.78813740356875,1250.0325595238094
2023-08-06 04:00:00,Tamil Nadu,Chennai,Urban,4,6,8,1,30.34,7.66,1093.99,959.12,931.15,1050.32,1155.5808333333332,1510.05,154.5180556754093,1250.2925
2023-08-06 05:00:00,Karnataka,Bengaluru,Urban,5,6,8,1,31.62,5.3,1155.51,1093.99,1092.03,1014.56,1158.2258333333334,1510.05,153.92509064382222,1251.1314880952382
2023-08-06 06:00:00,Karnataka,Bengaluru,Urban,6,6,8,1,32.57,7.75,1182.62,1155.51,1181.06,1229.97,1158.2908333333332,1510.05,153.93548140067224,1250.849642857143
2023-08-06 07:00:00,Karnataka,Bengaluru,Urban,7,6,8,1,30.92,7.75,1231.66,1182.62,1233.54,1341.6,1158.2124999999999,1510.05,153.89599766668667,1250.195238095238
2023-08-06 08:00:00,Karnataka,Bengaluru,Urban,8,6,8,1,29.29,7.54,1106.97,1231.66,969.57,1232.75,1163.9375,1510.05,149.05276017308813,1249.4465476190476
2023-08-06 09:00:00,Delhi,New Delhi,Urban,9,6,8,1,29.16,7.97,1152.64,1106.97,840.11,1245.93,1176.9595833333333,1510.05,132.2346850334832,1248.8912500000001
2023-08-06 10:00:00,Delhi,New Delhi,Urban,10,6,8,1,31.89,6.53,1016.58,1152.64,1117.58,1065.45,1172.75125,1510.05,135.7665689243811,1248.600357142857
2023-08-06 11:00:00,Delhi,New Delhi,Urban,11,6,8,1,36.82,5.66,1304.6,1016.58,1189.01,1202.45,1177.5674999999999,1510.05,138.39325568669858,1249.2083928571428
2023-08-06 12:00:00,Maharashtra,Pune,Urban,12,6,8,1,28.89,7.2,950.35,1304.6,1083.06,1095.41,1172.0379166666667,1510.05,144.83487416271885,1248.3449404761905
2023-08-06 13:00:00,Tamil Nadu,Chennai,Urban,13,6,8,1,29.81,6.16,966.14,950.35,1165.57,1048.48,1163.7283333333332,1510.05,150.81938171683376,1247.8548214285715
2023-08-06 14:00:00,Karnataka,Bengaluru,Urban,14,6,8,1,32.31,4.58,1090.99,966.14,1162.96,739.95,1160.7295833333335,1510.05,151.54904938462266,1249.9443452380951
2023-08-06 15:00:00,Tamil Nadu,Chennai,Urban,15,6,8,1,34.13,5.07,1128.69,1090.99,1148.9,1011.44,1159.8875,1510.05,151.67373563156386,1250.6422619047619
2023-08-06 16:00:00,Delhi,New Delhi,Urban,16,6,8,1,30.31,6.58,1038.31,1128.69,1078.04,1222.76,1158.2320833333333,1510.05,152.81837947107476,1249.5443452380953
2023-08-06 17:00:00,Karnataka,Bengaluru,Urban,17,6,8,1,30.43,6.94,945.12,1038.31,1262.59,1035.26,1145.0041666666666,1510.05,157.07326343534933,1249.0077976190476
2023-08-06 18:00:00,Uttar Pradesh,Lucknow,Semi-Urban,18,6,8,1,29.8,7.56,989.09,945.12,1407.41,1342.6,1127.5741666666665,1510.05,149.7268992682729,1246.9035714285715
2023-08-06 19:00:00,Delhi,New Delhi,Urban,19,6,8,1,30.71,7.74,1406.17,989.09,1510.05,1557.96,1123.2458333333334,1406.17,139.33000681573998,1246.0000595238096
2023-08-06 20:00:00,Tamil Nadu,Chennai,Urban,20,6,8,1,33.67,6.81,1402.55,1406.17,1382.36,1433.76,1124.0870833333333,1406.17,141.01329719843497,1245.8142857142857
2023-08-06 21:00:00,Maharashtra,Pune,Urban,21,6,8,1,35.26,6.16,1476.71,1402.55,1272.91,1370.3,1132.57875,1476.71,155.7329527082753,1246.4476785714285
2023-08-06 22:00:00,Delhi,New Delhi,Urban,22,6,8,1,31.21,4.08,1397.77,1476.71,1352.36,1444.14,1134.4708333333333,1476.71,158.76561759306995,1246.1716666666666
2023-08-06 23:00:00,Maharashtra,Mumbai,Urban,23,6,8,1,31.71,7.78,1107.64,1397.77,1081.64,1056.94,1135.5541666666666,1476.71,158.47789868996617,1246.4734523809523
2023-08-07 00:00:00,Tamil Nadu,Chennai,Urban,0,0,8,0,30.7,4.09,1148.12,1107.64,1101.08,1252.07,1137.5141666666666,1476.71,158.32380883099165,1245.8547023809524
2023-08-07 01:00:00,Uttar Pradesh,Noida,Urban,1,0,8,0,31.88,4.65,1252.46,1148.12,1041.79,1143.82,1146.2920833333335,1476.71,158.6256241973267,1246.5013690476192
2023-08-07 02:00:00,Uttar Pradesh,Noida,Urban,2,0,8,0,35.63,6.06,1322.91,1252.46,1007.21,1276.08,1159.4462500000002,1476.71,159.67702880753728,1246.780119047619
2023-08-07 03:00:00,Delhi,New Delhi,Urban,3,0,8,0,29.79,7.17,1106.76,1322.91,959.12,1332.08,1165.5979166666666,1476.71,154.37987219501125,1245.4389285714285
2023-08-07 04:00:00,Delhi,New Delhi,Urban,4,0,8,0,32.6,6.83,1264.82,1106.76,1093.99,1206.07,1172.7158333333334,1476.71,154.87213631886704,1245.7886309523808
2023-08-07 05:00:00,Uttar Pradesh,Lucknow,Semi-Urban,5,0,8,0,27.86,4.06,809.89,1264.82,1155.51,942.27,1158.3149999999998,1476.71,171.69652659118356,1245.0006547619048
2023-08-07 06:00:00,Karnataka,Bengaluru,Urban,6,0,8,0,33.73,4.93,1426.43,809.89,1182.62,1435.91,1168.4737499999999,1476.71,180.19930414893284,1244.9442261904762
2023-08-07 07:00:00,Tamil Nadu,Chennai,Urban,7,0,8,0,27.62,5.91,1217.88,1426.43,1231.66,1390.99,1167.8995833333333,1476.71,180.01107638575107,1243.9138095238097
2023-08-07 08:00:00,Tamil Nadu,Chennai,Urban,8,0,8,0,28.75,5.11,1252.05,1217.88,1106.97,1270.23,1173.9445833333332,1476.71,180.3117572182189,1243.8055952380953
2023-08-07 09:00:00,Karnataka,Bengaluru,Urban,9,0,8,0,26.01,5.58,1197.33,1252.05,1152.64,1261.31,1175.8066666666666,1476.71,180.31293584178255,1243.424761904762
2023-08-07 10:00:00,Uttar Pradesh,Lucknow,Semi-Urban,10,0,8,0,26.75,6.5,764.83,1197.33,1016.58,852.44,1165.3170833333334,1476.71,196.5685296692716,1242.9032738095239
2023-08-07 11:00:00,Delhi,New Delhi,Urban,11,0,8,0,30.84,7.11,1306.13,764.83,1304.6,1139.36,1165.3808333333334,1476.71,196.61590748852183,1243.8959523809524
2023-08-07 12:00:00,Delhi,New Delhi,Urban,12,0,8,0,30.67,7.44,1214.39,1306.13,950.35,1116.18,1176.3825,1476.71,191.37812626020852,1244.4805357142857
2023-08-07 13:00:00,Karnataka,Bengaluru,Urban,13,0,8,0,28.7,6.85,1129.74,1214.39,966.14,1190.75,1183.1991666666668,1476.71,186.41315884501947,1244.117380952381
2023-08-07 14:00:00,Uttar Pradesh,Lucknow,Semi-Urban,14,0,8,0,30.87,5.07,936.49,1129.74,1090.99,1221.84,1176.7616666666665,1476.71,192.3103472236325,1242.418869047619
2023-08-07 15:00:00,Karnataka,Bengaluru,Urban,15,0,8,0,30.42,7.97,1121.6,936.49,1128.69,1249.16,1176.4662500000002,1476.71,192.39283089807944,1241.6595833333333
2023-08-07 16:00:00,Karnataka,Bengaluru,Urban,16,0,8,0,28.73,4.78,1123.74,1121.6,1038.31,1293.07,1180.0258333333334,1476.71,190.50662941600748,1240.6516666666666
2023-08-07 17:00:00,Uttar Pradesh,Noida,Urban,17,0,8,0,28.83,5.03,1163.53,1123.74,945.12,1318.28,1189.12625,1476.71,183.89949813895527,1239.7305357142857
2023-08-07 18:00:00,Karnataka,Bengaluru,Urban,18,0,8,0,30.64,4.79,1453.47,1163.53,989.09,1535.7,1208.4754166666667,1476.71,186.35115699362075,1239.2410714285713
2023-08-07 19:00:00,Karnataka,Bengaluru,Urban,19,0,8,0,30.38,5.52,1528.15,1453.47,1406.17,1492.04,1213.5579166666666,1528.15,193.50363023173776,1239.456011904762
2023-08-07 20:00:00,Delhi,New Delhi,Urban,20,0,8,0,32.47,7.82,1598.15,1528.15,1402.55,1533.62,1221.7079166666665,1598.15,205.5536517285647,1239.840119047619
2023-08-07 21:00:00,Uttar Pradesh,Lucknow,Semi-Urban,21,0,8,0,33.44,6.03,1282.79,1598.15,1476.71,1468.74,1213.6279166666666,1598.15,198.79430824629253,1238.7332738095238
2023-08-07 22:00:00,Maharashtra,Mumbai,Urban,22,0,8,0,28.97,4.58,1407.86,1282.79,1397.77,1569.8,1214.0483333333334,1598.15,199.2109024575959,1237.7693452380952
2023-08-07 23:00:00,Karnataka,Bengaluru,Urban,23,0,8,0,30.51,6.12,1226.95,1407.86,1107.64,963.54,1219.0195833333335,1598.15,197.92458202401954,1239.3372619047618
2023-08-08 00:00:00,Delhi,New Delhi,Urban,0,1,8,0,33.3,4.73,1310.24,1226.95,1148.12,1147.48,1225.7745833333333,1598.15,198.1659950642835,1240.3060714285716
2023-08-08 01:00:00,Karnataka,Bengaluru,Urban,1,1,8,0,31.45,6.01,1208.09,1310.24,1252.46,1198.54,1223.9258333333332,1598.15,198.1131781038419,1240.3629166666667
2023-08-08 02:00:00,Tamil Nadu,Chennai,Urban,2,1,8,0,27.52,6.29,952.63,1208.09,1322.91,1115.28,1208.4975,1598.15,204.38815177201778,1239.394761904762
2023-08-08 03:00:00,Maharashtra,Mumbai,Urban,3,1,8,0,32.55,7.44,1215.14,952.63,1106.76,1238.53,1213.0133333333333,1598.15,203.2366428931838,1239.2555357142858
2023-08-08 04:00:00,Maharashtra,Pune,Urban,4,1,8,0,30.29,4.79,1231.75,1215.14,1264.82,1364.28,1211.6354166666667,1598.15,202.98207498455375,1238.4666666666667
2023-08-08 05:00:00,Uttar Pradesh,Noida,Urban,5,1,8,0,33.89,4.95,1260.62,1231.75,809.89,1155.78,1230.4158333333335,1598.15,184.17558210238514,1239.0907142857143
2023-08-08 06:00:00,Karnataka,Bengaluru,Urban,6,1,8,0,34.2,4.41,1502.57,1260.62,1426.43,1313.88,1233.5883333333334,1598.15,188.30821390259956,1240.213869047619
2023-08-08 07:00:00,Karnataka,Bengaluru,Urban,7,1,8,0,28.83,7.34,1327.72,1502.57,1217.88,1316.57,1238.165,1598.15,189.24230345615143,1240.2802380952382
2023-08-08 08:00:00,Karnataka,Bengaluru,Urban,8,1,8,0,29.85,4.63,1424.21,1327.72,1252.05,1137.34,1245.3383333333334,1598.15,193.0167738073904,1241.9877976190476
2023-08-08 09:00:00,Uttar Pradesh,Lucknow,Semi-Urban,9,1,8,0,30.03,4.83,987.62,1424.21,1197.33,1523.44,1236.6004166666667,1598.15,199.9083958799527,1238.798392857143
2023-08-08 10:00:00,Uttar Pradesh,Noida,Urban,10,1,8,0,32.17,7.84,1255.17,987.62,764.83,1268.78,1257.03125,1598.15,172.81768272831854,1238.7173809523808
2023-08-08 11:00:00,Karnataka,Bengaluru,Urban,11,1,8,0,32.2,5.23,1321.83,1255.17,1306.13,1158.42,1257.6854166666667,1598.15,173.0411868534302,1239.6900595238094
2023-08-08 12:00:00,Delhi,New Delhi,Urban,12,1,8,0,30.72,6.14,1166.22,1321.83,1214.39,1193.36,1255.6783333333333,1598.15,173.84270153032347,1239.5285119047617
2023-08-08 13:00:00,Delhi,New Delhi,Urban,13,1,8,0,30.22,5.53,1204.86,1166.22,1129.74,1201.26,1258.8083333333332,1598.15,172.14458858677193,1239.5499404761906
2023-08-08 14:00:00,Tamil Nadu,Chennai,Urban,14,1,8,0,29.31,6.36,1217.75,1204.86,936.49,1294.48,1270.5275,1598.15,158.26189242353038,1239.0932142857143
2023-08-08 15:00:00,Karnataka,Bengaluru,Urban,15,1,8,0,29.44,4.27,1211.91,1217.75,1121.6,1342.23,1274.2904166666665,1598.15,155.61851260385149,1238.3174999999999
2023-08-08 16:00:00,Tamil Nadu,Chennai,Urban,16,1,8,0,30.04,6.99,1241.66,1211.91,1123.74,903.29,1279.20375,1598.15,152.48859252594056,1240.3316071428574
2023-08-08 17:00:00,Uttar Pradesh,Lucknow,Semi-Urban,17,1,8,0,32.39,7.04,1020.03,1241.66,1163.53,1316.77,1273.2245833333334,1598.15,159.85677494391615,1238.5652976190477
2023-08-08 18:00:00,Uttar Pradesh,Lucknow,Semi-Urban,18,1,8,0,29.57,5.84,1159.08,1020.03,1453.47,1515.51,1260.9583333333333,1598.15,156.68798263251747,1236.4436904761906
2023-08-08 19:00:00,Karnataka,Bengaluru,Urban,19,1,8,0,29.19,5.06,1491.09,1159.08,1528.15,1577.66,1259.4141666666667,1598.15,154.10157860875066,1235.9283928571429
2023-08-08 20:00:00,Karnataka,Bengaluru,Urban,20,1,8,0,32.89,5.68,1608.3,1491.09,1598.15,1415.56,1259.8370833333333,1608.3,155.0824307454091,1237.0756547619048
2023-08-08 21:00:00,Karnataka,Bengaluru,Urban,21,1,8,0,32.25,4.78,1518.16,1608.3,1282.79,1624.73,1269.6441666666667,1608.3,163.79447450245405,1236.4413095238094
2023-08-08 22:00:00,Tamil Nadu,Chennai,Urban,22,1,8,0,30.01,6.37,1528.55,1518.16,1407.86,1656.5,1274.6729166666667,1608.3,169.95909754687483,1235.6797023809524
2023-08-08 23:00:00,Delhi,New Delhi,Urban,23,1,8,0,28.54,4.74,1108.98,1528.55,1226.95,1280.01,1269.7575,1608.3,173.0766323676826,1234.6616666666664
2023-08-09 00:00:00,Maharashtra,Mumbai,Urban,0,2,8,0,29.91,6.31,1187.96,1108.98,1310.24,1103.89,1264.6625000000001,1608.3,173.6320393508331,1235.1620833333334
2023-08-09 01:00:00,Delhi,New Delhi,Urban,1,2,8,0,32.71,4.71,1341.56,1187.96,1208.09,1328.41,1270.22375,1608.3,173.87857766925012,1235.2403571428572
2023-08-09 02:00:00,Maharashtra,Mumbai,Urban,2,2,8,0,29.5,5.69,1142.01,1341.56,952.63,1285.91,1278.1145833333333,1608.3,162.78220771215686,1234.3838095238093
2023-08-09 03:00:00,Karnataka,Bengaluru,Urban,3,2,8,0,34.7,4.27,1323.71,1142.01,1215.14,1179.33,1282.6383333333333,1608.3,162.46432180011055,1235.2432142857144
2023-08-09 04:00:00,Uttar Pradesh,Lucknow,Semi-Urban,4,2,8,0,30.14,4.79,821.94,1323.71,1231.75,1224.13,1265.5629166666668,1608.3,187.6320103514145,1232.8492261904762
2023-08-09 05:00:00,Maharashtra,Mumbai,Urban,5,2,8,0,29.9,5.1,1173.57,821.94,1260.62,1213.84,1261.9358333333332,1608.3,188.57074174630708,1232.6095238095238
2023-08-09 06:00:00,Karnataka,Bengaluru,Urban,6,2,8,0,30.34,4.5,1381.96,1173.57,1502.57,1346.98,1256.9104166666666,1608.3,183.415677782297,1232.8177380952382
2023-08-09 07:00:00,Delhi,New Delhi,Urban,7,2,8,0,30.7,6.23,1443.24,1381.96,1327.72,1385.22,1261.72375,1608.3,186.8385527159132,1233.1630952380951
2023-08-09 08:00:00,Maharashtra,Mumbai,Urban,8,2,8,0,30.41,7.57,1371.98,1443.24,1424.21,1351.94,1259.5475000000001,1608.3,185.16030935028832,1233.282380952381
2023-08-09 09:00:00,Uttar Pradesh,Noida,Urban,9,2,8,0,30.66,4.55,1333.49,1371.98,987.62,1436.87,1273.95875,1608.3,176.32459354744807,1232.6670238095237
2023-08-09 10:00:00,Karnataka,Bengaluru,Urban,10,2,8,0,31.47,4.69,1209.59,1333.49,1255.17,1197.4,1272.0595833333334,1608.3,176.78064121535857,1232.7395833333333
2023-08-09 11:00:00,Uttar Pradesh,Lucknow,Semi-Urban,11,2,8,0,28.56,4.71,789.2,1209.59,1321.83,1139.48,1249.8666666666666,1608.3,201.90804591644158,1230.6545833333334
2023-08-09 12:00:00,Delhi,New Delhi,Urban,12,2,8,0,27.99,6.85,1124.39,789.2,1166.22,1097.0,1248.12375,1608.3,202.83988973555856,1230.817619047619
2023-08-09 13:00:00,Uttar Pradesh,Noida,Urban,13,2,8,0,30.88,7.56,1197.09,1124.39,1204.86,1245.9,1247.8,1608.3,202.91813041759644,1230.5270833333332
2023-08-09 14:00:00,Maharashtra,Pune,Urban,14,2,8,0,28.49,4.97,1088.16,1197.09,1217.75,1196.67,1242.4004166666666,1608.3,205.46076014822674,1229.8811904761903
2023-08-09 15:00:00,Maharashtra,Mumbai,Urban,15,2,8,0,30.89,7.13,1209.94,1088.16,1211.91,1310.57,1242.3183333333334,1608.3,205.4738640455176,1229.2822023809524
2023-08-09 16:00:00,Maharashtra,Mumbai,Urban,16,2,8,0,30.65,5.02,1297.54,1209.94,1241.66,1173.06,1244.6466666666668,1608.3,205.78245101302076,1230.0231547619048
2023-08-09 17:00:00,Uttar Pradesh,Noida,Urban,17,2,8,0,30.61,4.18,1181.45,1297.54,1020.03,1113.48,1251.3725,1608.3,200.69694675543843,1230.4277380952383
2023-08-09 18:00:00,Tamil Nadu,Chennai,Urban,18,2,8,0,31.53,6.63,1573.26,1181.45,1159.08,1388.15,1268.63,1608.3,210.00714561341593,1231.5295833333334
2023-08-09 19:00:00,Delhi,New Delhi,Urban,19,2,8,0,27.11,5.78,1328.89,1573.26,1491.09,1600.45,1261.8716666666667,1608.3,205.08912613293234,1229.9131547619047
2023-08-09 20:00:00,Uttar Pradesh,Lucknow,Semi-Urban,20,2,8,0,33.8,7.14,1350.64,1328.89,1608.3,1627.29,1251.1358333333335,1573.26,192.5251733041575,1228.2664285714284
2023-08-09 21:00:00,Delhi,New Delhi,Urban,21,2,8,0,30.23,4.84,1411.58,1350.64,1518.16,1651.69,1246.695,1573.26,187.25520776411366,1226.8372023809525
2023-08-09 22:00:00,Delhi,New Delhi,Urban,22,2,8,0,30.51,6.07,1562.88,1411.58,1528.55,1466.65,1248.1254166666665,1573.26,189.61808322724428,1227.41
2023-08-09 23:00:00,Tamil Nadu,Chennai,Urban,23,2,8,0,27.36,6.63,1102.08,1562.88,1108.98,1041.73,1247.8379166666666,1573.26,189.84332615810897,1227.7692261904763
2023-08-10 00:00:00,Delhi,New Delhi,Urban,0,3,8,0,29.89,7.95,1222.5,1102.08,1187.96,1168.59,1249.2770833333334,1573.26,189.50027778983943,1228.090119047619
2023-08-10 01:00:00,Karnataka,Bengaluru,Urban,1,3,8,0,31.12,7.56,1217.12,1222.5,1341.56,1180.06,1244.0920833333332,1573.26,188.56562591861348,1228.310714285714
2023-08-10 02:00:00,Delhi,New Delhi,Urban,2,3,8,0,29.92,6.44,1173.53,1217.12,1142.01,1209.4,1245.4054166666667,1573.26,187.93242899878356,1228.0972023809522
2023-08-10 03:00:00,Karnataka,Bengaluru,Urban,3,3,8,0,28.39,4.83,1070.48,1173.53,1323.71,1321.32,1234.8541666666667,1573.26,190.4369291442256,1226.6041071428572
2023-08-10 04:00:00,Uttar Pradesh,Lucknow,Semi-Urban,4,3,8,0,27.12,4.93,722.51,1070.48,821.94,1234.67,1230.71125,1573.26,200.6196550107421,1223.5555357142857
2023-08-10 05:00:00,Maharashtra,Pune,Urban,5,3,8,0,30.32,4.22,1288.52,722.51,1173.57,1258.68,1235.5008333333333,1573.26,200.56830387928508,1223.7331547619049
2023-08-10 06:00:00,Uttar Pradesh,Lucknow,Semi-Urban,6,3,8,0,30.9,6.45,1078.68,1288.52,1381.96,1425.86,1222.8641666666667,1573.26,200.49350656115308,1221.6666071428572
2023-08-10 07:00:00,Uttar Pradesh,Lucknow,Semi-Urban,7,3,8,0,34.44,6.35,1157.25,1078.68,1443.24,1306.01,1210.9479166666667,1573.26,195.25653633726643,1220.781130952381
2023-08-10 08:00:00,Tamil Nadu,Chennai,Urban,8,3,8,0,28.84,7.2,1254.12,1157.25,1371.98,1372.69,1206.0370833333334,1573.26,192.49295308341564,1220.0753571428572
